Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1987 01 19 12	35942.4	20.06	219.57	0	7.35	7.35	933.42
1987 01 20 12	35942.4	0.08	262.99	0	0.61	0.61	445.62
1987 01 21 12	35942.4	0.06	278.05	0	2.45	2.45	470.46
1987 01 22 12	36288	22.22	91.8	0	0.16	0.16	534.26
1987 01 23 12	36288	0.21	297.37	0	-5.34	-5.34	298.87
1987 01 24 12	36288	0.08	321.21	0	-1.86	-1.86	376.57
1987 01 25 12	36288	24.17	130.55	0	2.07	2.07	625.14
1987 01 26 12	36633.6	3.3	271.74	0	-1.7	-1.7	460.59
1987 01 27 12	36633.6	0.73	321.46	0	-5.94	-5.94	278.26
1987 01 28 12	36633.6	0.03	343.22	0	-2.07	-2.07	399.04
1987 01 29 12	36709.65	0	333.24	0	1.65	1.65	451.61
1987 01 30 12	36979.2	3.25	237.82	0	6.99	6.99	792.58
1987 01 31 12	36979.2	0	372.98	0	1.46	1.46	448.62
1987 02 01 12	36979.2	0	323.95	0	5.23	5.23	434.04
1987 02 02 12	37324.8	17.94	111.92	0	6.68	6.68	808.31
1987 02 03 12	37324.8	0.34	369.33	0	7.44	7.44	804.32
1987 02 04 12	37324.8	0	344.33	0	5.86	5.86	620.26
1987 02 05 12	37486.35	0	309.17	0	4.83	4.83	519.78
1987 02 06 12	37670.4	0.35	131.46	0	4.37	4.37	540.85
1987 02 07 12	37670.4	1.59	380.09	0	7.62	7.62	697.42
1987 02 08 12	37746.44	0.04	387.53	0	5.64	5.64	499.81
1987 02 09 12	38016	0.01	401.83	0	-3.7	-3.7	255.09
1987 02 10 12	38016	0	403.76	0	-0.17	-0.17	215.86
1987 02 11 12	38034.91	0	385.98	0	2.93	2.93	325.75
1987 02 12 12	38361.6	0.09	392.95	0	8.23	8.23	773.65
1987 02 13 12	38361.6	0	405.16	0	6.07	6.07	568.43
1987 02 14 12	38437.65	9.52	147.28	0	5.01	5.01	639.42
1987 02 15 12	38707.2	1.41	148.49	0	5.29	5.29	773.44
1987 02 16 12	38707.2	27.66	214.5	0	1.64	1.64	634.79
1987 02 17 12	38868.75	0.6	212.15	0	-0.62	-0.62	527.19
1987 02 18 12	39052.8	1.24	302.53	0	1.24	1.24	593.58
1987 02 19 12	39052.8	0.25	284.13	0	3.08	3.08	658.34
1987 02 20 12	39398.4	0.43	288.4	0	2.06	2.06	562.67
1987 02 21 12	39398.4	3.65	247.01	0	3.16	3.16	523.99
1987 02 22 12	39398.4	11.88	127.29	0	3.25	3.25	693
1987 02 23 12	39744	3.76	430.48	0	2.44	2.44	565.9
1987 02 24 12	39744	0.14	353.15	0	3.18	3.18	499.16
1987 02 25 12	39744	0.97	291.46	0	5.07	5.07	576.06
1987 02 26 12	40089.6	11.08	137.45	0	3.12	3.12	627.54
1987 02 27 12	40089.6	60.64	121.39	0	0.46	0.46	574.11
1987 02 28 12	40251.15	46.21	127.83	0	1.87	1.87	629.46
1987 03 01 12	40435.2	16.85	407.03	0	8.29	8.29	930.49
1987 03 02 12	40435.2	0	467.2	0	4.25	4.25	614.48
1987 03 03 12	40780.8	0	466.01	0	6.16	6.16	467.96
1987 03 04 12	40780.8	0	470.89	0	4.25	4.25	434.07
1987 03 05 12	40780.8	0	348.8	0	3.89	3.89	429.84
1987 03 06 12	41126.4	0	461.89	0	4.53	4.53	540.45
1987 03 07 12	41126.4	0.2	342.4	0	6.32	6.32	558.67
1987 03 08 12	41472	15.13	107.47	0	8.92	8.92	963.93
1987 03 09 12	41472	9.78	295.91	0	9.65	9.65	1087.83
1987 03 10 12	41472	2.4	278.84	0	5.7	5.7	769.83
1987 03 11 12	41817.6	0.24	277.17	0	1.16	1.16	490.78
1987 03 12 12	41817.6	3.39	412.94	0	1.58	1.58	513.92
1987 03 13 12	41836.52	0	486.2	0	3.02	3.02	518.77
1987 03 14 12	42163.2	0.04	486.34	0	4.09	4.09	480.09
1987 03 15 12	42163.2	0	431.11	0	6.82	6.82	676.64
1987 03 16 12	42508.8	0.97	422.64	0	11.08	11.08	974.49
1987 03 17 12	42508.8	0	432.89	0	8.14	8.14	859.16
1987 03 18 12	42508.8	9.31	143.48	0	5.56	5.56	768.91
1987 03 19 12	42854.4	20.87	437.44	0	8.03	8.03	915.42
1987 03 20 12	42854.4	0.31	474.28	0	9.59	9.59	877.54
1987 03 21 12	43200	0	507.58	0	9.2	9.2	684.26
1987 03 22 12	43200	0	511.15	0	8.53	8.53	516.83
1987 03 23 12	43200	0	504.28	0	8.56	8.56	690.38
1987 03 24 12	43545.6	7.97	181.3	0	7.45	7.45	807.71
1987 03 25 12	43545.6	22.75	401.25	0	8.37	8.37	978.5
1987 03 26 12	43891.2	0	484.36	0	11.79	11.79	949.93
1987 03 27 12	43891.2	5.95	359.74	0	11.85	11.85	1050.14
1987 03 28 12	43891.2	3.83	501.09	0	14.19	14.19	1168.69
1987 03 29 12	44236.8	1.2	383.24	0	13.44	13.44	1192.8
1987 03 30 12	44236.8	29.45	335.82	0	12.7	12.7	1290.53
1987 03 31 12	44563.48	12.57	361.77	0	3.65	3.65	718.68
1987 04 01 12	44582.4	0.7	531.66	0	-0.54	-0.54	408.47
1987 04 02 12	44582.4	3.68	383.2	0	5.04	5.04	679.29
1987 04 03 12	44928	39.83	235.33	0	4.99	4.99	778.3
1987 04 04 12	44928	1.74	386.28	0	-1.23	-1.23	427.8
1987 04 05 12	44928	0.78	252.69	0	0.09	0.09	482.71
1987 04 06 12	45273.6	0	520.01	0	3.33	3.33	596.51
1987 04 07 12	45273.6	0.41	294.73	0	6.11	6.11	747.66
1987 04 08 12	45619.2	0	436.7	0	7.77	7.77	824.59
1987 04 09 12	45619.2	0	539.7	0	10.26	10.26	776.77
1987 04 10 12	45619.2	0	543.8	0	10.92	10.92	675.33
1987 04 11 12	45964.8	1.13	503.8	0	12.38	12.38	874.37
1987 04 12 12	45964.8	0.24	486.33	0	14.28	14.28	1138.55
1987 04 13 12	46148.85	1.39	427.71	0	16.2	16.2	1347.96
1987 04 14 12	46310.4	8.12	264.66	0	15.17	15.17	1409
1987 04 15 12	46310.4	37.24	342.11	0	14.08	14.08	1297.44
1987 04 16 12	46656	2.38	261.37	0	9.1	9.1	935.19
1987 04 17 12	46656	2.19	271.77	0	8.5	8.5	937.33
1987 04 18 12	46656	0.29	505.85	0	10.72	10.72	991.39
1987 04 19 12	47001.6	0	526.14	0	13.89	13.89	1134.93
1987 04 20 12	47001.6	0	516.5	0	16.83	16.83	1383.9
1987 04 21 12	47001.6	0	532.17	0	18	18	1427.89
1987 04 22 12	47347.2	0	527.98	0	19.03	19.03	1414.63
1987 04 23 12	47347.2	0.46	427.28	0	18.05	18.05	1537.47
1987 04 24 12	47531.25	2.63	457.33	0	13.96	13.96	1202.54
1987 04 25 12	47692.8	0.26	430.61	0	10.79	10.79	1034.2
1987 04 26 12	47692.8	0	544.38	0	10.83	10.83	1017.65
1987 04 27 12	47962.35	0.08	538.9	0	12.37	12.37	937.59
1987 04 28 12	48038.4	4.07	553.4	0	13.01	13.01	945.44
1987 04 29 12	48038.4	0.04	551.13	0	10.82	10.82	731.15
1987 04 30 12	48365.09	0	537.57	0	16.7	16.7	1127.55
1987 05 01 12	48384	2.87	560.24	0	19	19	1433.33
1987 05 02 12	48384	0.64	548.65	0	19.25	19.25	1317.65
1987 05 03 12	48653.56	0.84	435.14	0	19.48	19.48	1513.25
1987 05 04 12	48729.6	1.35	527.92	0	18.21	18.21	1486.26
1987 05 05 12	48729.6	0.85	495.91	0	13.82	13.82	1273.28
1987 05 06 12	48913.65	0	535.23	0	14.24	14.24	1294.46
1987 05 07 12	49075.2	0.04	510.52	0	15.93	15.93	1356.41
1987 05 08 12	49075.2	0.01	589.81	0	15.82	15.82	1107.13
1987 05 09 12	49075.2	0	590.79	0	14.21	14.21	953.57
1987 05 10 12	49420.8	0	583.37	0	16.23	16.23	1221.17
1987 05 11 12	49420.8	1.47	305.53	0	14.8	14.8	1244.46
1987 05 12 12	49420.8	4.59	434.7	0	17.58	17.58	1566.79
1987 05 13 12	49690.35	19.84	401.94	0	18.25	18.25	1666.98
1987 05 14 12	49766.4	14.18	415.36	0	16.72	16.72	1610.09
1987 05 15 12	49766.4	5.4	464.23	0	17.33	17.33	1614.32
1987 05 16 12	49766.4	0.58	378.46	0	18.93	18.93	1735.49
1987 05 17 12	50112	0.31	471.57	0	19.32	19.32	1826.72
1987 05 18 12	50112	3.66	446.37	0	19.78	19.78	1771.5
1987 05 19 12	50112	4	473.17	0	20.52	20.52	1881.33
1987 05 20 12	50112	13.02	438.94	0	21.14	21.14	1999.41
1987 05 21 12	50457.6	3.92	424.23	0	20.08	20.08	1931.21
1987 05 22 12	50457.6	1.18	432.68	0	18.9	18.9	1823.42
1987 05 23 12	50457.6	2.36	387.2	0	20.38	20.38	1866.91
1987 05 24 12	50457.6	0.91	338.62	0	20.25	20.25	1962.78
1987 05 25 12	50641.65	8.74	433.82	0	20.76	20.76	1931.23
1987 05 26 12	50803.2	3.35	489.85	0	21.31	21.31	1910.43
1987 05 27 12	50803.2	11.32	368.57	0	20.88	20.88	1910.61
1987 05 28 12	50803.2	14.38	410.11	0	20.83	20.83	1924.39
1987 05 29 12	50803.2	0.96	421.45	0	20.71	20.71	1939.12
1987 05 30 12	50987.25	7.29	340.73	0	21.2	21.2	1928.24
1987 05 31 12	51148.8	4.72	389.69	0	21	21	1932.64
1987 06 01 12	51148.8	1.83	393.46	0	21.29	21.29	1963.99
1987 06 02 12	51148.8	0.78	474.72	0	21.76	21.76	1915.53
1987 06 03 12	51148.8	0.15	493.08	0	23.51	23.51	2063.57
1987 06 04 12	51148.8	6.84	459.54	0	22.85	22.85	1945.84
1987 06 05 12	51174.88	0.29	577.58	0	19.21	19.21	1462.13
1987 06 06 12	51418.35	0	573.24	0	18.15	18.15	1191.23
1987 06 07 12	51494.4	0.04	566.5	0	19.59	19.59	1374.4
1987 06 08 12	51494.4	0	557.88	0	20.49	20.49	1540.12
1987 06 09 12	51494.4	0.44	562.87	0	21.13	21.13	1521.39
1987 06 10 12	51494.4	1.52	502.36	0	21.37	21.37	1716.22
1987 06 11 12	51494.4	1.97	345.29	0	21.85	21.85	1957.22
1987 06 12 12	51494.4	1.05	487.22	0	21.85	21.85	1910.22
1987 06 13 12	51494.4	6.29	389.39	0	21.02	21.02	1941.39
1987 06 14 12	51494.4	6.56	412.22	0	20.67	20.67	1968.22
1987 06 15 12	51494.4	14.96	370.04	0	21.25	21.25	2019.71
1987 06 16 12	51520.47	3.94	421.13	0	20.5	20.5	1957.55
1987 06 17 12	51590.91	14.4	420.64	0	20.75	20.75	1944.12
1987 06 18 12	51590.91	1.59	438.42	0	21.51	21.51	2001.15
1987 06 19 12	51678.45	20.34	359.28	0	21.41	21.41	2079.6
1987 06 20 12	51678.45	22.21	343.19	0	21.02	21.02	2070.4
1987 06 21 12	51678.45	2.84	455.03	0	21.36	21.36	2050.42
1987 06 22 12	51678.45	7.21	399.84	0	21.61	21.61	2100.12
1987 06 23 12	51678.45	8.91	366.95	0	21.81	21.81	2111.55
1987 06 24 12	51678.45	2.49	478.7	0	22.8	22.8	2095.59
1987 06 25 12	51590.91	19.29	412.26	0	23.14	23.14	2171.23
1987 06 26 12	51520.47	19.47	376.37	0	22.38	22.38	2118.74
1987 06 27 12	51520.47	0.2	570.55	0	19.51	19.51	1566.44
1987 06 28 12	51494.4	0	568.29	0	17.57	17.57	1246.25
1987 06 29 12	51494.4	0	555.38	0	20.6	20.6	1643.45
1987 06 30 12	51494.4	0.16	468.37	0	22.11	22.11	1906.57
1987 07 01 12	51494.4	12.82	392.97	0	22.13	22.13	2113.89
1987 07 02 12	51494.4	13.95	409.5	0	21.59	21.59	2080.43
1987 07 03 12	51494.4	17.42	362.57	0	21.37	21.37	2108.4
1987 07 04 12	51494.4	16.11	397.37	0	21.33	21.33	2053.72
1987 07 05 12	51494.4	3.57	437.5	0	22.3	22.3	2105.25
1987 07 06 12	51475.48	2.63	549.02	0	24.07	24.07	2244.47
1987 07 07 12	51332.85	0.2	360.09	0	23.66	23.66	2161.85
1987 07 08 12	51148.8	0.81	500.92	0	23.86	23.86	2219.33
1987 07 09 12	51148.8	0.8	500.7	0	24.43	24.43	2285.35
1987 07 10 12	51148.8	1.64	526.03	0	23.26	23.26	2094.53
1987 07 11 12	51148.8	1.62	520.33	0	22.82	22.82	2041.58
1987 07 12 12	51148.8	0.21	533.48	0	23.63	23.63	2048.51
1987 07 13 12	51072.75	1.68	502.61	0	24.06	24.06	2021.41
1987 07 14 12	50829.27	2.35	510.26	0	23.04	23.04	2039.8
1987 07 15 12	50803.2	0	580.09	0	20.65	20.65	1609.05
1987 07 16 12	50803.2	0	572.41	0	19.73	19.73	1495.8
1987 07 17 12	50803.2	0	522.1	0	21.42	21.42	1737.73
1987 07 18 12	50803.2	0	554.43	0	21.73	21.73	1890.55
1987 07 19 12	50483.68	0	575.97	0	22.49	22.49	1803.17
1987 07 20 12	50457.6	0	570.51	0	22.9	22.9	1869.47
1987 07 21 12	50457.6	0	536.18	0	24.01	24.01	1881.62
1987 07 22 12	50457.6	0	523.71	0	25	25	1947.94
1987 07 23 12	50296.05	0	515.07	0	25.39	25.39	1981.26
1987 07 24 12	50112	0	453.56	0	26.29	26.29	2073.88
1987 07 25 12	50112	0.16	509.82	0	25.3	25.3	2043.4
1987 07 26 12	50112	8.42	502.23	0	25.45	25.45	2215.73
1987 07 27 12	49950.45	5.57	492.18	0	25.22	25.22	2167.35
1987 07 28 12	49766.4	0.54	486.34	0	25.12	25.12	2102.96
1987 07 29 12	49766.4	0.16	457.45	0	24.35	24.35	2058.51
1987 07 30 12	49766.4	5.66	418.48	0	23.47	23.47	2264.73
1987 07 31 12	49446.88	10.04	453.45	0	24.09	24.09	2263.32
1987 08 01 12	49420.8	5.04	431.91	0	25.31	25.31	2305.92
1987 08 02 12	49420.8	0.61	395.44	0	24.98	24.98	2384.17
1987 08 03 12	49344.75	3.43	450.1	0	24.6	24.6	2409.19
1987 08 04 12	49075.2	1.93	436.48	0	24.99	24.99	2361.57
1987 08 05 12	49075.2	4.29	430.88	0	24.66	24.66	2331.3
1987 08 06 12	49075.2	18.75	420.44	0	24.47	24.47	2342.96
1987 08 07 12	48729.6	16.06	352.48	0	23.57	23.57	2316.24
1987 08 08 12	48729.6	8.09	313.05	0	23.69	23.69	2383.19
1987 08 09 12	48729.6	0.01	305.7	0	23.58	23.58	2377.04
1987 08 10 12	48384	1.89	493.04	0	24.9	24.9	2382.02
1987 08 11 12	48384	0.28	451.23	0	23.64	23.64	2219.81
1987 08 12 12	48384	0.1	494.83	0	22.23	22.23	2140.38
1987 08 13 12	48038.4	0.02	414.86	0	21.38	21.38	2079.63
1987 08 14 12	48038.4	0.07	540.83	0	20.9	20.9	1854.69
1987 08 15 12	48038.4	4.18	507.19	0	20.58	20.58	1777.91
1987 08 16 12	47692.8	4.54	381.16	0	20.93	20.93	2018.94
1987 08 17 12	47692.8	5.06	515.21	0	22.89	22.89	2149.81
1987 08 18 12	47692.8	0.9	500.11	0	24.02	24.02	2187.45
1987 08 19 12	47347.2	1.1	487.85	0	23.56	23.56	2054.8
1987 08 20 12	47347.2	0	558.89	0	23.39	23.39	1794.25
1987 08 21 12	47347.2	0	527.15	0	23.72	23.72	1762.48
1987 08 22 12	47001.6	0	551.39	0	23.48	23.48	1878.95
1987 08 23 12	47001.6	0.79	516.42	0	24.17	24.17	2107.72
1987 08 24 12	46925.56	0	461.78	0	22.08	22.08	1786.45
1987 08 25 12	46656	0	448.96	0	22.06	22.06	2001.7
1987 08 26 12	46656	1.53	392.39	0	24	24	2310.82
1987 08 27 12	46310.4	0.17	475.12	0	24.38	24.38	2273.77
1987 08 28 12	46310.4	0.94	478.69	0	24.37	24.37	2152.78
1987 08 29 12	46310.4	2.07	455.6	0	22.46	22.46	1952.68
1987 08 30 12	45964.8	0.02	469.16	0	21.14	21.14	1715.97
1987 08 31 12	45964.8	0.18	286.52	0	20.98	20.98	1936.1
1987 09 01 12	45964.8	0.1	511.72	0	20.23	20.23	1564.79
1987 09 02 12	45619.2	0	519.31	0	19.92	19.92	1450.08
1987 09 03 12	45619.2	0	454.26	0	20.04	20.04	1591
1987 09 04 12	45273.6	0.73	293.53	0	19.27	19.27	1840.15
1987 09 05 12	45273.6	40.07	219.07	0	16.71	16.71	1717.79
1987 09 06 12	45273.6	39.51	278.78	0	17.65	17.65	1855.66
1987 09 07 12	44928	15.64	308.12	0	18.66	18.66	1871.36
1987 09 08 12	44928	4.79	372.83	0	20.06	20.06	1877.65
1987 09 09 12	44678.91	1.28	410.63	0	21.51	21.51	1898.68
1987 09 10 12	44582.4	5.29	437.33	0	21.77	21.77	1845.48
1987 09 11 12	44582.4	17.84	306.42	0	21.61	21.61	1996.09
1987 09 12 12	44236.8	18.63	251.24	0	20.5	20.5	1939.38
1987 09 13 12	44236.8	2.79	456.06	0	20.22	20.22	1871.68
1987 09 14 12	44236.8	0.66	449.84	0	20.3	20.3	1766.53
1987 09 15 12	43891.2	0	419.07	0	21.34	21.34	1904.39
1987 09 16 12	43891.2	4.37	268.12	0	21.05	21.05	2122.2
1987 09 17 12	43545.6	5.28	399.84	0	21.32	21.32	2041.43
1987 09 18 12	43545.6	0.06	463.18	0	21.78	21.78	1995.06
1987 09 19 12	43545.6	6	239.82	0	20.41	20.41	1843.42
1987 09 20 12	43200	1.89	496.37	0	18.19	18.19	1514.27
1987 09 21 12	43200	0.14	488.01	0	16.42	16.42	1154.3
1987 09 22 12	42854.4	0	491.12	0	15.41	15.41	1096.99
1987 09 23 12	42854.4	0	484.91	0	13.45	13.45	1012.69
1987 09 24 12	42854.4	0	395.53	0	15.44	15.44	1143.65
1987 09 25 12	42508.8	0	465.26	0	15.97	15.97	1210.59
1987 09 26 12	42508.8	0	433.73	0	16.66	16.66	1208.1
1987 09 27 12	42163.2	0	427.41	0	17.62	17.62	1290.38
1987 09 28 12	42163.2	0	394.03	0	19.01	19.01	1653.34
1987 09 29 12	42163.2	9.79	240.52	0	17.29	17.29	1680.01
1987 09 30 12	41817.6	15.95	445.61	0	16.95	16.95	1502.4
1987 10 01 12	41817.6	0	499.9	0	12.66	12.66	909.24
1987 10 02 12	41721.09	0	489.94	0	12.99	12.99	798.01
1987 10 03 12	41472	0	479.45	0	9.58	9.58	807.32
1987 10 04 12	41472	0	491.38	0	5.92	5.92	595.78
1987 10 05 12	41126.4	0.03	483.96	0	10.98	10.98	720.31
1987 10 06 12	41126.4	0.03	268.71	0	11.18	11.18	863.62
1987 10 07 12	41126.4	0.2	370.36	0	9.35	9.35	741.78
1987 10 08 12	40780.8	0	484.65	0	6.3	6.3	605.79
1987 10 09 12	40780.8	0	470.34	0	8.24	8.24	654.38
1987 10 10 12	40435.2	0	463.6	0	11.86	11.86	853.05
1987 10 11 12	40435.2	0	458.39	0	14.93	14.93	924.79
1987 10 12 12	40435.2	0.15	246.92	0	12.46	12.46	1050.03
1987 10 13 12	40089.6	0	473.1	0	7.92	7.92	771.2
1987 10 14 12	40089.6	0	469.75	0	5.95	5.95	594.75
1987 10 15 12	40089.6	0	461.45	0	7.15	7.15	614.29
1987 10 16 12	39744	0	463.15	0	9.76	9.76	601.71
1987 10 17 12	39744	0	454.08	0	11.55	11.55	669.82
1987 10 18 12	39474.44	0.01	451.6	0	13.9	13.9	841.5
1987 10 19 12	39398.4	2.53	392.19	0	13.61	13.61	890.44
1987 10 20 12	39398.4	1.92	224.44	0	14.9	14.9	1214.14
1987 10 21 12	39052.8	1.18	457.09	0	8.82	8.82	797.08
1987 10 22 12	39052.8	0	452.28	0	2.25	2.25	381.74
1987 10 23 12	39052.8	0	407.1	0	5.86	5.86	421.96
1987 10 24 12	38707.2	0	408.58	0	9.99	9.99	656.4
1987 10 25 12	38707.2	0.03	273.03	0	12.68	12.68	860.54
1987 10 26 12	38707.2	0.1	408.93	0	11.03	11.03	862.71
1987 10 27 12	38361.6	10.63	155.34	0	9.8	9.8	1007.34
1987 10 28 12	38361.6	0.01	383.8	0	6.39	6.39	609.32
1987 10 29 12	38361.6	0	364.13	0	5.98	5.98	497.15
1987 10 30 12	38016	0.3	405.48	0	11.24	11.24	713.24
1987 10 31 12	38016	0	404.16	0	13.97	13.97	898.67
1987 11 01 12	38016	0	373.15	0	14.22	14.22	946.98
1987 11 02 12	37670.4	0	371.55	0	13.6	13.6	970.08
1987 11 03 12	37670.4	0	365.47	0	13.71	13.71	1064.34
1987 11 04 12	37670.4	0	330.2	0	15.91	15.91	1331.58
1987 11 05 12	37324.8	0	372.82	0	14.72	14.72	1023.32
1987 11 06 12	37324.8	0	373.74	0	6.48	6.48	323.09
1987 11 07 12	37324.8	0	295.89	0	9.3	9.3	365.17
1987 11 08 12	37055.25	0	330.74	0	11.19	11.19	679.44
1987 11 09 12	36979.2	2.79	154.63	0	13.1	13.1	1181.37
1987 11 10 12	36979.2	41.96	276.03	0	14.43	14.43	1379.99
1987 11 11 12	36953.12	0.52	341.63	0	2.33	2.33	555.9
1987 11 12 12	36633.6	0	361.37	0	1.4	1.4	370.19
1987 11 13 12	36633.6	0	368.31	0	6.08	6.08	350.32
1987 11 14 12	36633.6	0	309.85	0	8.34	8.34	396.56
1987 11 15 12	36449.55	0	352.16	0	8.79	8.79	457.79
1987 11 16 12	36288	1.86	225.57	0	11.57	11.57	1036.26
1987 11 17 12	36288	66.07	142.96	0	14.7	14.7	1512.01
1987 11 18 12	36288	1.49	348.02	0	11.51	11.51	984.29
1987 11 19 12	36103.95	1.49	185.83	0	7.63	7.63	600.89
1987 11 20 12	35942.4	0	327.58	0	3.25	3.25	551.12
1987 11 21 12	35942.4	0	346.68	0	-2.39	-2.39	272.13
1987 11 22 12	35942.4	0	335.95	0	1.44	1.44	260.45
1987 11 23 12	35916.32	0	318.26	0	4.94	4.94	518.75
1987 11 24 12	35596.8	0.42	277	0	10.18	10.18	917.11
1987 11 25 12	35596.8	0.41	251.27	0	12.74	12.74	1139.11
1987 11 26 12	35596.8	10.15	170	0	12.47	12.47	1264.54
1987 11 27 12	35596.8	9.55	223.49	0	12.46	12.46	1257.2
1987 11 28 12	35570.73	7.86	100.73	0	9.79	9.79	1089.94
1987 11 29 12	35327.25	0.84	322.55	0	9.54	9.54	1007.63
1987 11 30 12	35251.2	0	275.55	0	3.92	3.92	628.85
1987 12 01 12	35251.2	0.02	243.47	0	1.35	1.35	541.83
1987 12 02 12	35251.2	0	339.18	0	1.51	1.51	471.67
1987 12 03 12	35251.2	0.08	287.78	0	2.35	2.35	451
1987 12 04 12	35251.2	1.6	208.2	0	2.95	2.95	561.98
1987 12 05 12	35067.15	0	333.4	0	-1.87	-1.87	362.3
1987 12 06 12	34924.52	0	284.91	0	1.94	1.94	370.76
1987 12 07 12	34905.6	0.15	248.81	0	3.9	3.9	458.84
1987 12 08 12	34905.6	0	150.2	0	5.69	5.69	685.08
1987 12 09 12	34905.6	5.76	157.59	0	9.23	9.23	1029.26
1987 12 10 12	34905.6	18.22	216.99	0	10.89	10.89	1135.59
1987 12 11 12	34905.6	0.04	179.2	0	6	6	647.04
1987 12 12 12	34905.6	0.34	324.53	0	7.52	7.52	657.79
1987 12 13 12	34905.6	0	292.22	0	5.25	5.25	404.07
1987 12 14 12	34905.6	9.91	117.99	0	6.17	6.17	609.22
1987 12 15 12	34879.53	43.26	251.45	0	7.91	7.91	934.84
1987 12 16 12	34879.53	0.09	325.61	0	-1.99	-1.99	371.14
1987 12 17 12	34809.09	0	323.52	0	-3.41	-3.41	316.15
1987 12 18 12	34721.55	0	318.13	0	-1.13	-1.13	310.53
1987 12 19 12	34721.55	0.54	153.94	0	2.01	2.01	420.33
1987 12 20 12	34721.55	6.98	230.08	0	8.8	8.8	987.93
1987 12 21 12	34721.55	2.43	154.14	0	8.49	8.49	913.15
1987 12 22 12	34721.55	1.22	311.32	0	6.69	6.69	844.44
1987 12 23 12	34721.55	0	313.7	0	5.44	5.44	585.69
1987 12 24 12	34809.09	13.74	89.07	0	5.49	5.49	740.85
1987 12 25 12	34809.09	15.29	209.83	0	12.38	12.38	1314.2
1987 12 26 12	34879.53	7.76	98.4	0	14.89	14.89	1515.4
1987 12 27 12	34905.6	11.21	136.17	0	12.45	12.45	1327.23
1987 12 28 12	34905.6	17.48	208.95	0	11.88	11.88	1255.27
1987 12 29 12	34905.6	0.12	309.2	0	2	2	532.84
1987 12 30 12	34905.6	0	327.98	0	-0.1	-0.1	310.03
1987 12 31 12	34905.6	0.85	173.81	0	1.37	1.37	419.26
1988 01 01 12	34905.6	7.82	86.81	0	6.5	6.5	896.09
1988 01 02 12	34905.6	6.56	280.84	0	4.66	4.66	697.25
1988 01 03 12	34905.6	4.55	90.22	0	1.01	1.01	547.84
1988 01 04 12	34905.6	3.33	325.21	0	0.75	0.75	521.31
1988 01 05 12	34981.65	0	256.85	0	-4.15	-4.15	198.95
1988 01 06 12	35225.12	0	184.83	0	-4.44	-4.44	135.58
1988 01 07 12	35251.2	38.3	129.77	0	-6.18	-6.18	276.63
1988 01 08 12	35251.2	3.38	287.53	0	-4.88	-4.88	376.72
1988 01 09 12	35251.2	0.04	311.76	0	-5.78	-5.78	343.12
1988 01 10 12	35251.2	0	329.21	0	-3.26	-3.26	388.53
1988 01 11 12	35251.2	0.35	341.09	0	-4.51	-4.51	299.45
1988 01 12 12	35412.75	0.81	238.45	0	-2.16	-2.16	284.91
1988 01 13 12	35596.8	3.73	322.62	0	0.18	0.18	448.71
1988 01 14 12	35596.8	0	336.27	0	-5.78	-5.78	250.38
1988 01 15 12	35596.8	0	324.73	0	-3.81	-3.81	255.16
1988 01 16 12	35596.8	0	344	0	-3	-3	279.52
1988 01 17 12	35758.35	26.04	99.18	0	-0.3	-0.3	469.65
1988 01 18 12	35942.4	12.36	208.28	0	5.74	5.74	813.79
1988 01 19 12	35942.4	21.38	94.09	0	6.88	6.88	900.87
1988 01 20 12	35942.4	36.39	330.25	0	10.13	10.13	1052.08
1988 01 21 12	35942.4	0.01	202.35	0	5.97	5.97	631.37
1988 01 22 12	36288	0	326.69	0	0.54	0.54	455.9
1988 01 23 12	36288	0	308.14	0	-1.59	-1.59	376.65
1988 01 24 12	36288	0.06	324.7	0	1.5	1.5	401.77
1988 01 25 12	36288	3.71	211.5	0	2.42	2.42	589.34
1988 01 26 12	36633.6	0	342.1	0	-4.88	-4.88	255.86
1988 01 27 12	36633.6	0	369.22	0	-6.83	-6.83	204.19
1988 01 28 12	36633.6	0	361.57	0	-2.69	-2.69	291.67
1988 01 29 12	36709.65	0.02	366.49	0	2.63	2.63	408.64
1988 01 30 12	36979.2	0.05	353.3	0	4.46	4.46	513.58
1988 01 31 12	36979.2	0.85	243.75	0	9.37	9.37	936.02
1988 02 01 12	36979.2	10.44	244.2	0	11.83	11.83	1197.61
1988 02 02 12	37324.8	13.81	105.44	0	13.12	13.12	1341.99
1988 02 03 12	37324.8	6.11	284.55	0	14.04	14.04	1393.37
1988 02 04 12	37324.8	17.46	330.49	0	11.19	11.19	1160.97
1988 02 05 12	37486.35	0	325.68	0	0.24	0.24	324.92
1988 02 06 12	37670.4	0	398.59	0	-5.64	-5.64	165.81
1988 02 07 12	37670.4	0	393.48	0	-6.14	-6.14	144.54
1988 02 08 12	37746.44	0	355.21	0	-1.29	-1.29	218.14
1988 02 09 12	38016	0	253.69	0	1.94	1.94	330.71
1988 02 10 12	38016	0.16	393.63	0	2.25	2.25	425.98
1988 02 11 12	38034.91	0.67	258.13	0	2.37	2.37	492.19
1988 02 12 12	38361.6	1.22	396	0	-0.78	-0.78	468.71
